property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,sector 65,2.0,2,2,2,new,1191.0,0,0,semifurnished,luxury,high-rise
flat,sector 71,0.37,1,1,2,relatively new,450.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 36,0.82,3,2,3,new,1201.0,0,0,unfurnished,budget,low-rise
flat,sector 111,2.25,3,3,2,relatively new,1545.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 112,5.2,4,6,3+,relatively new,3499.99,1,0,semifurnished,luxury,high-rise
flat,sector 110,3.4,4,5,3,relatively new,3000.0,1,0,unfurnished,luxury,medium-rise
flat,sector 89,0.9,3,3,0,under construction,1910.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 71,0.79,2,2,2,relatively new,1089.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 43,6.5,4,5,2,relatively new,2673.0,1,0,unfurnished,budget,medium-rise
house,sector 3,0.7,3,3,0,relatively old,117.0,0,0,unfurnished,budget,low-rise
flat,sector 85,0.67,2,2,2,relatively new,1250.0,0,0,semifurnished,luxury,medium-rise
house,sector 2,4.0,4,4,3+,relatively old,2400.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 79,1.45,2,2,3,under construction,1578.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 82,2.95,4,5,3+,relatively new,2102.0,1,0,furnished,luxury,medium-rise
house,sector 56,2.99,4,4,2,relatively old,1448.99,1,0,semifurnished,budget,low-rise
flat,sector 95,0.57,2,2,2,new,1364.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 9,1.3,4,4,3+,old,2580.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 47,0.3,2,2,1,new,650.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 55,1.44,3,3,2,relatively old,1700.0,0,0,semifurnished,budget,medium-rise
flat,sector 99,0.3,2,2,1,new,597.0,0,0,unfurnished,budget,medium-rise
flat,sector 47,2.3,4,4,3+,new,2000.0,1,0,unfurnished,budget,medium-rise
flat,sector 55,1.9,4,3,3+,relatively old,2000.0,0,0,furnished,budget,medium-rise
flat,sector 89,0.88,2,2,0,new,1103.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 113,3.05,3,4,3,relatively new,2150.0,1,0,unfurnished,luxury,low-rise
flat,sector 61,2.17,3,3,3,under construction,1721.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 15,0.43,2,2,1,relatively new,856.0,0,0,semifurnished,budget,low-rise
flat,sector 83,0.83,2,2,2,relatively new,1154.0,0,0,unfurnished,luxury,high-rise
house,sector 109,6.0,4,5,3,relatively old,6228.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 85,2.13,4,4,3,relatively new,2600.0,0,0,unfurnished,budget,medium-rise
flat,sector 47,1.15,2,2,2,under construction,103.0,0,0,unfurnished,budget,high-rise
flat,sector 28,1.6,2,2,2,relatively new,1222.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 61,2.2,3,3,2,new,1721.0,0,0,unfurnished,luxury,medium-rise
flat,sector 68,1.08,2,2,3,relatively new,1130.0,0,0,semifurnished,luxury,low-rise
flat,sector 84,0.79,3,3,3+,new,1568.0,0,0,unfurnished,budget,medium-rise
flat,sector 47,1.07,3,3,3+,relatively new,1600.0,0,0,unfurnished,luxury,medium-rise
flat,sector 47,2.2,3,3,3,new,1909.0,1,0,semifurnished,budget,high-rise
flat,sector 48,1.5,3,3,3,old,1600.0,0,0,semifurnished,luxury,low-rise
flat,sector 104,2.5,4,4,3+,new,2864.0,1,0,unfurnished,budget,high-rise
flat,sector 47,0.38,2,2,2,new,602.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 83,1.8,3,4,3+,relatively new,1667.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 70,1.6,4,4,3,relatively new,1600.0,0,0,unfurnished,budget,low-rise
flat,sector 69,1.5,3,3,2,relatively new,1486.0,0,0,semifurnished,luxury,medium-rise
flat,sector 83,1.35,3,3,3,relatively new,1382.0,1,0,unfurnished,budget,medium-rise
flat,sector 69,1.92,4,5,3+,relatively new,2182.0,1,0,semifurnished,luxury,medium-rise
flat,sector 84,0.9,3,3,3,relatively new,1841.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 99,1.02,2,2,3,relatively new,1430.0,0,0,unfurnished,luxury,low-rise
flat,sector 109,1.5,3,4,3+,relatively new,1797.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 109,2.0,4,4,2,relatively new,2391.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 53,4.8,3,4,3+,new,2895.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 37,1.1,3,3,3,relatively new,1990.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 47,0.72,2,2,3,relatively new,1100.0,0,0,unfurnished,luxury,low-rise
flat,sector 9,1.25,4,3,3,old,2007.0,1,0,unfurnished,budget,low-rise
flat,sector 102,2.5,3,3,3,under construction,1661.0,0,0,unfurnished,luxury,high-rise
flat,sector 85,1.38,3,4,2,relatively new,1616.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 88,2.1,4,4,3,new,1745.0,1,0,unfurnished,luxury,low-rise
flat,sector 49,2.38,3,4,3,relatively new,2061.0,0,0,unfurnished,budget,low-rise
flat,sector 43,8.44,4,5,3,relatively old,5000.0,1,0,furnished,semi-luxury,medium-rise
flat,sector 41,2.75,3,3,2,old,1640.03,0,0,furnished,semi-luxury,high-rise
flat,sector 102,1.7,3,4,3+,relatively new,1750.0,1,0,semifurnished,luxury,medium-rise
flat,sector 88,0.45,2,2,1,new,695.0,0,0,unfurnished,budget,medium-rise
house,sector 25,9.0,10,10,3,old,3159.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 65,2.33,2,2,3,under construction,1146.0,0,0,semifurnished,budget,high-rise
flat,sector 109,1.6,3,3,3,relatively new,2314.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 47,2.15,3,4,3+,relatively old,1950.0,1,0,unfurnished,budget,medium-rise
flat,sector 37,1.2,3,4,3,relatively new,1635.0,0,0,unfurnished,luxury,medium-rise
flat,sector 47,0.28,2,2,1,relatively new,743.0,0,0,unfurnished,budget,high-rise
flat,sector 69,1.4,3,3,1,relatively new,1398.0,0,0,semifurnished,luxury,high-rise
flat,sector 78,1.1,3,3,3+,old,2176.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 69,1.46,3,3,2,relatively new,1435.0,0,0,semifurnished,luxury,low-rise
flat,sector 83,0.8,2,2,2,relatively old,1200.0,0,1,unfurnished,budget,medium-rise
flat,sector 77,1.5,3,3,3,relatively new,1305.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 47,1.08,2,2,3,under construction,85.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 70,2.5,3,3,3+,relatively new,1717.0,0,0,semifurnished,luxury,high-rise
flat,sector 50,2.75,3,3,3,relatively old,2400.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 77,1.1,3,4,3+,relatively new,1822.0,1,0,unfurnished,budget,medium-rise
flat,sector 71,1.2,3,3,3,relatively new,1473.0,0,0,semifurnished,budget,medium-rise
flat,sector 84,1.02,4,4,3+,relatively new,1905.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 69,2.0,4,4,1,relatively new,2186.0,0,0,unfurnished,budget,high-rise
flat,sector 70,1.55,3,5,3,relatively new,1522.0,1,0,unfurnished,luxury,medium-rise
flat,sector 102,1.75,3,3,3,relatively new,1460.0,1,0,unfurnished,budget,medium-rise
flat,sector 107,0.9,2,2,3+,new,1242.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 109,9.5,7,6,3,relatively new,3600.0,1,0,unfurnished,luxury,low-rise
house,sector 45,10.0,6,6,3+,relatively old,3240.0,1,1,semifurnished,semi-luxury,medium-rise
house,sector 25,6.25,5,5,3,relatively old,1800.01,1,0,semifurnished,semi-luxury,low-rise
flat,sector 10,1.1,3,3,3,relatively old,1833.0,0,0,unfurnished,budget,low-rise
house,sector 45,17.0,5,8,3+,relatively new,4500.0,1,1,furnished,luxury,low-rise
flat,sector 65,2.36,3,3,3,relatively new,1500.0,1,0,semifurnished,luxury,low-rise
flat,sector 111,0.36,1,1,1,relatively new,450.0,0,0,unfurnished,budget,medium-rise
flat,sector 55,1.9,4,3,3+,relatively old,2000.0,0,0,furnished,budget,medium-rise
flat,sector 78,1.2,3,3,2,relatively old,2036.0,0,0,furnished,budget,medium-rise
flat,sector 70,1.63,3,5,3,relatively new,1522.0,1,0,unfurnished,semi-luxury,high-rise
house,sector 43,8.49,3,3,2,relatively new,2700.0,1,0,semifurnished,budget,medium-rise
flat,sector 83,1.8,3,3,3,relatively new,1543.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 24,4.25,3,4,3+,old,3187.0,1,0,semifurnished,luxury,low-rise
flat,sector 47,0.78,3,3,3,relatively new,1344.0,0,0,unfurnished,luxury,low-rise
flat,sector 85,1.14,2,2,3,relatively new,1611.0,0,0,unfurnished,budget,high-rise
house,sector 66,12.0,5,6,3+,new,3150.0,1,0,unfurnished,budget,medium-rise
flat,sector 36,0.72,3,2,3,under construction,1244.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 112,3.75,3,3,2,relatively new,2225.54,1,0,semifurnished,luxury,high-rise
house,sector 49,3.75,3,3,1,old,1700.99,0,0,semifurnished,budget,low-rise
flat,sector 54,1.55,3,3,3+,relatively old,2000.0,0,0,semifurnished,luxury,low-rise
flat,sector 69,1.43,3,3,2,relatively new,1435.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 9,3.2,3,3,2,old,2367.0,0,0,semifurnished,budget,low-rise
house,sector 103,3.25,4,3,3+,under construction,4000.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 65,2.65,2,2,3,new,1433.05,0,0,unfurnished,budget,medium-rise
flat,sector 89,1.0,2,2,3,new,1233.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 43,2.45,4,4,3+,relatively old,540.0,1,0,furnished,luxury,low-rise
flat,sector 61,2.41,3,3,3,new,1630.0,0,0,semifurnished,semi-luxury,low-rise
house,sector 70,6.0,5,4,3,new,2700.0,0,0,unfurnished,budget,low-rise
flat,sector 47,1.35,3,2,3+,under construction,1491.0,0,0,unfurnished,budget,medium-rise
flat,sector 79,1.18,2,2,3,relatively new,1257.0,0,0,unfurnished,luxury,medium-rise
flat,sector 37,1.55,3,3,3+,relatively new,1646.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 102,2.04,3,3,3+,relatively new,1637.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 65,2.35,3,3,2,relatively new,1650.0,1,0,unfurnished,luxury,medium-rise
house,sector 26,4.0,4,4,3,old,1349.98,0,1,unfurnished,budget,low-rise
flat,sector 95,0.2,1,1,1,relatively new,407.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 92,1.1,4,3,2,new,1778.0,0,0,unfurnished,budget,high-rise
flat,sector 104,2.3,3,4,3+,new,2544.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 109,2.1,3,4,3+,relatively new,2100.0,1,0,semifurnished,luxury,high-rise
flat,sector 48,2.75,3,4,3+,relatively old,2562.0,0,0,unfurnished,budget,low-rise
flat,sector 50,1.82,3,3,3+,relatively old,1830.0,0,0,semifurnished,luxury,high-rise
house,sector 7,3.1,3,3,2,old,2250.0,0,0,unfurnished,budget,low-rise
house,sector 76,0.75,2,2,2,new,745.0,0,0,unfurnished,budget,high-rise
house,sector 70,1.04,3,3,3+,relatively new,1611.0,0,0,semifurnished,luxury,low-rise
flat,sector 111,3.5,4,5,3+,relatively new,2700.0,1,0,semifurnished,budget,medium-rise
flat,sector 89,0.97,2,2,3+,new,1103.0,0,0,unfurnished,budget,low-rise
flat,sector 82,0.99,3,4,2,new,1627.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 99,0.32,2,2,2,new,500.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 104,1.3,3,3,3,new,1497.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 77,0.99,2,2,2,relatively new,1121.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 76,3.5,3,4,3,under construction,2937.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 14,4.26,4,4,0,old,3250.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 61,2.54,3,3,3,under construction,1822.0,0,1,unfurnished,budget,low-rise
flat,sector 77,0.71,2,2,2,relatively new,1054.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 61,1.58,2,2,2,new,1278.0,0,0,unfurnished,budget,low-rise
flat,sector 36,0.37,1,1,1,relatively new,320.0,0,0,semifurnished,semi-luxury,low-rise
house,sector 43,10.85,8,8,3,relatively old,3762.0,1,1,furnished,luxury,low-rise
house,sector 26,4.6,4,4,3+,old,3771.0,0,0,unfurnished,budget,low-rise
flat,sector 28,4.3,3,4,3,old,3147.0,1,1,unfurnished,budget,medium-rise
flat,sector 90,1.3,3,3,3+,relatively new,1929.0,1,0,semifurnished,luxury,medium-rise
flat,sector 109,1.45,3,4,3+,relatively new,1797.0,1,0,unfurnished,semi-luxury,medium-rise
house,sector 47,5.5,3,3,3+,relatively old,3500.0,1,0,unfurnished,budget,low-rise
house,sector 12,4.5,4,5,2,old,4950.0,0,0,unfurnished,budget,low-rise
flat,sector 70,1.65,3,4,3,relatively new,1773.0,1,1,unfurnished,semi-luxury,high-rise
house,sector 2,4.99,4,4,3+,relatively old,2641.75,1,1,unfurnished,budget,low-rise
flat,sector 65,5.3,3,3,3,relatively old,2496.0,1,0,furnished,budget,high-rise
flat,sector 113,2.78,3,3,3,new,2599.0,1,0,unfurnished,luxury,low-rise
flat,sector 59,4.25,3,4,3,under construction,2086.0,0,0,unfurnished,budget,low-rise
flat,sector 68,1.13,2,2,3,relatively new,1130.0,0,0,semifurnished,luxury,medium-rise
flat,sector 6,0.48,3,2,2,relatively old,111.0,0,0,unfurnished,budget,low-rise
house,sector 57,3.3,4,3,3+,relatively old,1664.98,1,1,unfurnished,luxury,low-rise
flat,sector 86,1.3,4,6,2,new,2533.0,1,0,unfurnished,semi-luxury,high-rise
house,sector 26,13.5,5,5,2,relatively old,4518.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 74,1.52,2,2,3,relatively new,1250.0,0,1,unfurnished,luxury,medium-rise
flat,sector 66,3.5,3,3,3,relatively old,2125.0,1,1,semifurnished,luxury,medium-rise
flat,sector 3,0.26,2,1,2,relatively new,609.0,0,0,unfurnished,budget,low-rise
flat,sector 1,0.95,3,4,3,relatively old,2223.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 47,0.96,2,2,3,under construction,1127.0,0,0,unfurnished,budget,medium-rise
house,sector 70,4.02,4,4,3+,relatively new,5500.0,1,1,unfurnished,luxury,low-rise
flat,sector 47,0.29,1,1,1,new,443.0,0,0,furnished,budget,medium-rise
flat,sector 79,1.3,2,2,2,relatively new,1336.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 86,1.3,2,3,3,relatively new,944.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 82,0.94,2,2,2,relatively new,1305.0,0,0,semifurnished,semi-luxury,high-rise
house,sector 49,6.5,5,5,2,relatively new,3456.0,1,0,semifurnished,budget,low-rise
flat,sector 28,1.35,2,2,2,old,1120.0,0,1,unfurnished,semi-luxury,high-rise
house,sector 23,5.5,9,9,3+,relatively old,4200.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 50,2.7,3,3,3+,relatively old,2368.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 62,2.1,2,2,2,new,1371.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 82,0.78,2,2,2,relatively new,1180.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 36,0.65,2,2,2,relatively new,660.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 70,2.35,4,4,3+,relatively old,2667.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 104,1.73,3,4,3+,relatively new,2082.0,1,0,unfurnished,luxury,high-rise
flat,sector 47,0.4,2,2,3,new,661.0,0,0,unfurnished,budget,high-rise
flat,sector 1,0.85,3,3,3+,relatively old,1955.0,1,0,unfurnished,budget,medium-rise
flat,sector 57,1.5,3,2,3+,relatively old,273.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 95,0.2,1,1,1,relatively new,407.0,0,0,unfurnished,budget,medium-rise
flat,sector 107,1.3,3,3,3,relatively new,1542.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 23,2.9,4,4,3,relatively new,2500.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 83,1.75,3,3,3,relatively new,1600.0,1,0,semifurnished,luxury,medium-rise
flat,sector 82,1.25,3,4,3+,under construction,1782.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 102,0.97,2,2,2,new,745.0,0,0,unfurnished,budget,high-rise
flat,sector 113,1.75,2,2,2,relatively new,1436.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 47,0.42,2,2,1,relatively new,650.0,0,0,unfurnished,budget,high-rise
flat,sector 85,1.58,3,4,3,relatively new,2218.0,1,0,unfurnished,luxury,medium-rise
flat,sector 110,4.0,4,4,3,new,3350.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 69,2.07,3,3,3,relatively new,1647.0,0,0,unfurnished,budget,high-rise
flat,sector 47,0.83,3,2,2,new,1244.0,0,0,unfurnished,budget,low-rise
flat,sector 2,1.59,3,4,3+,relatively old,1745.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 92,0.85,3,2,2,relatively new,1300.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 81,0.89,1,1,0,relatively new,1095.0,0,0,unfurnished,budget,low-rise
flat,sector 69,3.05,4,5,3+,relatively new,2869.0,1,0,unfurnished,budget,high-rise
flat,sector 47,0.72,2,2,3,relatively new,1404.0,0,0,unfurnished,luxury,medium-rise
flat,sector 43,6.2,4,4,3+,relatively old,2725.0,1,0,unfurnished,budget,medium-rise
flat,sector 79,1.72,3,4,3+,relatively new,1689.0,1,0,semifurnished,luxury,medium-rise
flat,sector 69,1.44,3,3,2,relatively new,1375.0,0,0,unfurnished,luxury,low-rise
house,sector 57,8.31,5,6,3+,old,3438.0,1,1,unfurnished,budget,medium-rise
flat,sector 83,1.75,3,3,3,relatively new,1600.0,1,0,semifurnished,luxury,medium-rise
house,sector 11,1.2,7,3,0,old,300.0,0,0,unfurnished,budget,low-rise
flat,sector 54,5.7,3,3,3,relatively old,1381.99,0,0,unfurnished,semi-luxury,low-rise
flat,sector 79,1.47,2,2,3,new,93.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 92,0.85,3,3,0,relatively new,1429.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 38,8.0,10,10,3+,relatively old,3123.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 47,1.15,3,3,3,old,275.0,0,0,semifurnished,budget,low-rise
flat,sector 113,1.5,2,2,2,new,1160.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 58,2.2,2,2,1,relatively new,1528.0,0,0,semifurnished,budget,medium-rise
flat,sector 68,1.0,2,2,2,new,1361.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 86,1.45,3,2,3,relatively new,1480.0,0,0,furnished,semi-luxury,medium-rise
flat,sector 93,0.4,2,2,0,relatively new,730.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 57,3.5,4,4,3+,old,1620.0,0,1,semifurnished,semi-luxury,low-rise
flat,sector 65,2.29,3,4,3+,relatively new,1833.0,1,0,furnished,luxury,low-rise
flat,sector 108,4.1,4,5,3,new,2343.0,1,0,furnished,semi-luxury,high-rise
flat,sector 70,1.51,3,3,3,relatively new,1796.0,1,0,unfurnished,budget,medium-rise
house,sector 43,8.5,5,5,3,relatively old,2700.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 47,0.35,2,2,2,new,616.0,0,0,unfurnished,budget,high-rise
flat,sector 37,1.27,3,3,3,relatively new,1575.0,0,0,unfurnished,budget,low-rise
flat,sector 65,2.15,2,2,3+,relatively new,1433.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 7,1.15,5,3,2,old,1350.0,0,0,unfurnished,budget,low-rise
house,sector 48,19.5,5,6,3,relatively old,8775.0,1,1,semifurnished,semi-luxury,low-rise
flat,sector 110,1.4,3,3,3,relatively new,1550.0,0,0,semifurnished,luxury,medium-rise
flat,sector 65,2.7,3,3,3,relatively new,1650.06,1,1,semifurnished,semi-luxury,medium-rise
flat,sector 37,0.6,2,2,3,new,623.0,0,0,unfurnished,budget,medium-rise
flat,sector 56,0.65,1,1,1,relatively old,839.0,0,0,unfurnished,luxury,low-rise
flat,sector 54,4.85,3,4,3+,relatively old,1607.02,1,0,furnished,luxury,medium-rise
flat,sector 81,3.5,4,5,3+,relatively new,2568.0,1,0,furnished,luxury,medium-rise
flat,sector 89,1.42,3,3,2,new,1581.0,0,0,unfurnished,budget,low-rise
flat,sector 102,2.0,3,4,3+,relatively new,1900.0,1,0,semifurnished,luxury,high-rise
flat,sector 61,2.57,3,3,2,under construction,1630.09,0,0,unfurnished,budget,low-rise
flat,sector 79,1.72,3,4,3,new,2050.0,0,0,unfurnished,budget,medium-rise
flat,sector 72,3.85,4,5,3+,relatively new,2641.0,1,0,semifurnished,luxury,high-rise
flat,sector 99,1.38,4,5,3+,relatively new,2150.0,1,0,unfurnished,budget,low-rise
flat,sector 81,0.75,2,2,2,relatively old,1397.0,0,0,unfurnished,budget,medium-rise
flat,sector 81,2.91,4,5,2,relatively new,3005.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 57,2.5,3,3,3,relatively old,2045.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 12,2.0,5,5,2,old,1350.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 60,3.75,4,5,3,relatively new,2545.0,1,0,unfurnished,luxury,high-rise
flat,sector 111,0.96,2,2,1,under construction,1344.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 104,0.98,3,3,3,relatively new,1497.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 84,0.9,3,3,3,relatively new,1659.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 37,0.87,2,3,3+,new,1435.0,0,0,unfurnished,budget,medium-rise
flat,sector 79,1.3,3,3,2,relatively new,1211.0,0,0,unfurnished,luxury,medium-rise
house,sector 43,9.85,5,5,2,old,3323.44,1,0,unfurnished,budget,low-rise
flat,sector 104,1.58,2,3,3,relatively new,1545.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 85,1.99,3,4,3+,relatively new,2398.0,1,0,semifurnished,luxury,high-rise
flat,sector 37,1.35,3,3,0,new,1820.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 7,1.55,2,2,2,relatively old,1080.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 2,1.18,2,2,3,old,1423.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 63,3.25,3,3,3,new,2700.0,0,0,unfurnished,budget,medium-rise
flat,sector 88,2.65,3,3,3+,new,1582.37,0,0,unfurnished,semi-luxury,medium-rise
house,sector 45,16.0,6,7,3+,relatively new,4500.0,1,1,semifurnished,semi-luxury,low-rise
flat,sector 65,1.99,2,2,2,under construction,1145.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 2,2.95,4,4,3+,old,1845.02,0,0,unfurnished,budget,low-rise
flat,sector 66,3.5,3,3,2,relatively new,2200.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 83,0.75,2,2,2,relatively new,1205.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 102,1.9,3,4,3,relatively new,1717.0,1,0,unfurnished,luxury,medium-rise
flat,sector 10,0.8,2,3,2,new,1389.0,0,0,unfurnished,budget,medium-rise
flat,sector 37,1.8,4,3,3,relatively new,2016.0,1,0,unfurnished,budget,high-rise
flat,sector 109,1.63,3,3,2,relatively new,2314.0,1,0,unfurnished,luxury,medium-rise
flat,sector 70,1.3,3,3,3,under construction,1865.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 89,1.05,2,2,2,under construction,1103.0,0,0,unfurnished,budget,medium-rise
flat,sector 4,0.39,2,2,1,new,950.0,0,0,unfurnished,semi-luxury,low-rise
