property_type,society,sector,price_in_cr,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,study room,pooja room,store room,others,furnishing_type,luxury_score,area_bedroom_ratio
flat,krisumi waterfall residences,sector 36,2.3,15551.05,1479.0,Built Up area: 1479 (137.4 sq.m.),2,2,2,23.0,,undefined,,1479.0,,0,0,0,0,0,1,68.0,739.5
flat,la vida by tata housing,sector 113,2.35,10599.0,2217.19,Super Built up area 2217(205.97 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3,3,3,11.0,north-east,new,2217.0,2210.0,1720.0,1,0,0,0,0,1,154.0,739.0633333333334
flat,puri emerald bay,sector 104,1.32,8516.02,1550.02,Super Built up area 1550(144 sq.m.),2,2,2,10.0,north-east,relatively new,1550.0,,,0,0,0,0,0,1,107.0,775.01
flat,bptp terra,sector 37,1.71,7804.01,2191.18,Built Up area: 2191 (203.55 sq.m.),3,3,3+,7.0,south-west,relatively new,,2191.0,,0,1,0,0,0,1,34.0,730.3933333333333
flat,m3m skywalk,sector 74,1.78,12500.0,1424.0,Carpet area: 1424 (132.29 sq.m.),2,2,3+,12.0,,undefined,,,1424.0,0,0,0,0,0,1,64.0,712.0
flat,m3m woodshire,sector 107,0.9,6589.98,1365.71,Super Built up area 1366(126.91 sq.m.),2,2,3+,10.0,,relatively new,1366.0,,,0,0,0,0,1,0,54.0,682.855
flat,aardhya homesh,sector 67,1.85,8042.99,2300.14,Carpet area: 2300 (213.68 sq.m.),4,4,0,4.0,east,undefined,,,2300.0,0,0,0,0,0,1,,575.035
flat,raheja vedaanta,sector 108,0.7,4651.01,1505.05,Super Built up area 1505(139.82 sq.m.),2,2,2,12.0,south,relatively old,1505.0,,,0,0,0,0,0,1,55.0,752.525
house,independent,sector 38,3.5,24306.06,1439.97,Carpet area: 160 (133.78 sq.m.),3,3,2,1.0,East,relatively new,,,160.0,0,0,0,0,0,1,,479.99
flat,tulip petals,sector 89,1.55,10000.0,1550.0,Super Built up area 1550(144 sq.m.),3,2,3,6.0,east,relatively old,1550.0,,,0,0,0,1,0,0,78.0,516.6666666666666
house,independent,sector 47,1.55,14719.99,1052.99,Plot area 117(97.83 sq.m.),2,3,2,1.0,North,new,,1053.0,,0,1,1,0,0,0,30.0,526.495
flat,lavanya apartments,sector 81,0.9,5056.01,1780.06,Built Up area: 1780 (165.37 sq.m.),3,3,0,7.0,,undefined,,1780.0,,0,0,0,0,0,1,,593.3533333333334
flat,shree vardhman victoria,sector 70,1.65,8461.02,1950.12,Super Built up area 1950(181.16 sq.m.)Carpet area: 1267 sq.ft. (117.71 sq.m.),3,4,3,1.0,north,relatively new,1950.0,,1267.0,1,0,0,0,0,2,141.0,650.04
flat,suncity avenue 76,sector 76,0.55,7422.0,741.04,Carpet area: 741 (68.84 sq.m.),2,2,2,9.0,north-east,under construction,,,741.0,0,0,0,0,0,1,16.0,370.52
flat,ild greens,sector 37,0.9,5613.98,1603.14,Super Built up area 1603(148.92 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.),3,3,3,0.0,north-east,under construction,1603.0,1500.0,,0,0,0,0,0,1,58.0,534.38
flat,la vida by tata housing,sector 113,1.32,10344.02,1276.1,Super Built up area 1276(118.54 sq.m.)Built Up area: 1199 sq.ft. (111.39 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),2,2,2,3.0,north-east,relatively new,1276.0,1199.0,1099.0,0,0,0,0,0,1,24.0,638.05
house,vatika india next,sector 82,7.0,21604.94,3240.0,Plot area 360(33.45 sq.m.)Built Up area: 3900 sq.ft. (362.32 sq.m.)Carpet area: 3743 sq.ft. (347.74 sq.m.),4,4,3+,3.0,North-East,relatively new,,3900.0,3743.0,1,0,0,0,0,2,86.0,810.0
flat,ireo uptown,sector 66,1.5,11218.98,1337.02,Super Built up area 1337(124.21 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,3,3,1.0,south,relatively new,1337.0,1330.0,1050.0,1,0,0,0,1,0,62.0,668.51
flat,godrej summit,sector 104,0.82,9853.99,832.15,Carpet area: 77.31,2,2,3,12.0,,relatively new,,,77.31,0,1,0,0,0,1,96.0,416.075
house,bptp visionnaire,sector 70,5.35,8916.0,6000.45,Built Up area: 6000 (557.42 sq.m.),4,4,3+,3.0,North,relatively new,,6000.0,,1,1,1,1,0,0,127.0,1500.1125
flat,tulip violet,sector 69,1.68,8347.99,2012.46,Super Built up area 2010(186.74 sq.m.),4,4,2,1.0,south-west,relatively new,2010.0,,,0,0,1,0,0,1,84.0,503.115
flat,emaar mgf emerald floors premier,sector 65,2.24,13575.02,1650.09,Carpet area: 1650 (153.29 sq.m.),3,3,3,2.0,north-west,relatively new,,,1650.0,1,1,0,0,0,1,33.0,550.03
flat,zara aavaas,sector 104,0.26,7807.1,333.03,Built Up area: 301 (27.96 sq.m.),1,1,2,0.0,north-east,relatively new,,301.0,,0,0,0,0,0,1,65.0,333.03
flat,indiabulls centrum park,sector 103,2.45,8521.0,2875.25,Super Built up area 2875(267.1 sq.m.),4,6,3,5.0,,relatively new,2875.0,,,1,0,0,0,0,1,40.0,718.8125
flat,pareena mi casa,sector 68,0.92,7389.02,1245.09,Super Built up area 1245(115.66 sq.m.),2,2,3,5.0,west,under construction,1245.0,,,0,0,0,0,1,1,44.0,622.545
flat,ireo the grand arch,sector 58,2.2,16000.0,1375.0,Super Built up area 1375(127.74 sq.m.),2,2,2,6.0,north-east,relatively new,1375.0,,,0,0,0,0,0,1,22.0,687.5
flat,eldeco accolade,sector 47,0.95,6178.02,1537.71,Super Built up area 1457(135.36 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,8.0,south,under construction,1457.0,1050.0,849.0,0,1,0,0,1,1,52.0,768.855
flat,suncity platinum towers,sector 28,6.0,22346.04,2685.04,Carpet area: 2685 (249.44 sq.m.),3,3,2,8.0,south-east,relatively old,,,2685.0,1,0,0,0,0,1,33.0,895.0133333333333
house,dlf city plots phase 2,sector 25,4.25,31481.02,1350.02,Plot area 150(125.42 sq.m.),3,2,3,2.0,North,old,,1350.0,,0,1,0,0,0,1,23.0,450.00666666666666
flat,dlf the ultima,sector 81,2.25,10699.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,11.0,north-east,relatively new,2103.0,1600.0,1257.0,1,1,1,0,1,2,24.0,701.0
house,independent,sector 9,4.5,14285.99,3149.94,Plot area 14(354.1 sq.m.),9,9,3+,3.0,,relatively new,,3149.94,,0,1,1,0,1,0,22.0,349.99333333333334
house,dlf south city 1,sector 41,2.65,18928.03,1400.04,Plot area 2160(200.67 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,4.0,North-East,new,,1800.0,1400.0,1,0,0,0,0,0,15.0,466.68
flat,emaar digihomes,sector 62,2.15,14257.01,1508.03,Carpet area: 1508 (140.1 sq.m.),2,2,3,31.0,,under construction,,,1508.0,0,0,0,0,0,1,69.0,754.015
flat,breez global heights,sector 47,0.46,4842.0,950.02,Super Built up area 950(88.26 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,2,4.0,north-east,relatively new,950.0,800.0,700.0,0,0,0,0,0,2,61.0,475.01
house,independent,sector 41,9.0,27778.03,3239.97,Plot area 360(301.01 sq.m.),8,5,3+,3.0,,old,,3240.0,,1,0,1,1,0,0,23.0,404.99625
house,unitech palms south city 1,sector 41,9.35,28858.02,3240.0,Plot area 3240(301.01 sq.m.)Built Up area: 7500 sq.ft. (696.77 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),10,10,3+,4.0,North-East,relatively old,,7500.0,6000.0,1,1,0,0,0,0,62.0,324.0
flat,emaar mgf palm hills,sector 77,1.09,5382.0,2025.27,Super Built up area 2025(188.13 sq.m.),3,4,3+,5.0,south,relatively new,2025.0,,,1,0,0,0,1,0,139.0,675.09
house,eros rosewood city,sector 49,1.6,3497.91,4574.16,Plot area 60(50.17 sq.m.),4,4,3,4.0,East,new,,60.0,,0,0,0,0,0,0,12.0,1143.54
flat,dnha group housing society,sector 1,0.75,4517.99,1660.03,Super Built up area 1660(154.22 sq.m.),3,2,2,5.0,,relatively old,1660.0,,,0,0,0,0,0,1,,553.3433333333334
flat,mapsko casa bella,sector 82,3.0,6134.0,4890.77,Super Built up area 4890(454.3 sq.m.),4,6,3+,25.0,west,relatively new,4890.0,,,1,0,1,0,0,0,91.0,1222.6925
house,independent,sector 50,13.2,27155.02,4860.98,Built Up area: 4861 (451.6 sq.m.),6,6,0,2.0,,undefined,,4861.0,,0,0,0,0,0,1,,810.1633333333333
flat,smart world orchard,sector 61,1.47,12782.05,1150.05,Carpet area: 1150 (106.84 sq.m.),2,2,2,4.0,north-east,new,,,1150.0,0,1,1,0,0,1,44.0,575.025
flat,hcbs sports ville,sector 47,0.27,4345.03,621.4,Built Up area: 619 (57.51 sq.m.),2,2,2,10.0,,relatively new,,619.0,,0,0,0,0,0,1,30.0,310.7
flat,smart world orchard,sector 61,2.1,13750.02,1527.27,Super Built up area 1549(143.91 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,2,3,3.0,south,under construction,1549.0,,1500.0,0,0,0,0,0,1,124.0,509.09
flat,tulip violet,sector 69,1.3,8445.01,1539.37,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,west,relatively new,1538.0,,,0,0,1,0,0,0,83.0,513.1233333333333
flat,sare crescent parc royal greens phase 1,sector 92,1.25,5831.99,2143.35,Super Built up area 2143(199.09 sq.m.),4,4,3,20.0,east,relatively new,2143.0,,,1,0,0,0,0,1,42.0,535.8375
flat,tulip violet,sector 69,1.7,8457.0,2010.17,Super Built up area 2010(186.74 sq.m.),4,4,2,1.0,south,relatively new,2010.0,,,0,0,0,0,0,1,109.0,502.5425
flat,hcbs sports ville,sector 47,0.3,3969.99,755.67,Built Up area: 743 (69.03 sq.m.)Carpet area: 519 sq.ft. (48.22 sq.m.),2,2,1,4.0,,undefined,,743.0,519.0,0,0,0,0,0,1,,377.835
flat,rof ananda,sector 95,0.46,6317.99,728.08,Carpet area: 728 (67.63 sq.m.),2,2,2,11.0,north-west,new,,,728.0,0,1,0,0,0,1,60.0,364.04
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10382.97,914.96,Built Up area: 915 (85.01 sq.m.)Carpet area: 858 sq.ft. (79.71 sq.m.),2,2,2,14.0,north-west,undefined,,915.0,858.0,0,0,0,0,0,1,,457.48
flat,tulip monsella,sector 53,6.02,20815.97,2892.01,Built Up area: 2892 (268.68 sq.m.),3,3,3,29.0,,under construction,,2892.0,,0,0,0,0,0,1,70.0,964.0033333333334
flat,dlf belvedere towers,sector 25,3.7,17618.96,2100.01,Carpet area: 2100 (195.1 sq.m.),4,4,3,18.0,north-west,old,,,2100.0,1,0,0,0,0,0,16.0,525.0025
flat,navjyoti apartment,sector 38,2.1,11937.99,1759.09,Carpet area: 1759 (163.42 sq.m.),4,4,3+,10.0,north,old,,,1759.0,0,0,0,0,0,2,12.0,439.7725
flat,dlf new town heights,sector 86,1.28,8205.02,1560.02,Super Built up area 1930(179.3 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),3,4,3+,12.0,west,relatively old,1930.0,,1560.0,1,0,1,0,0,1,73.0,520.0066666666667
flat,godrej aria,sector 79,1.7,7426.01,2289.25,Super Built up area 2289(212.66 sq.m.)Carpet area: 1121 sq.ft. (104.14 sq.m.),3,4,3+,6.0,east,new,2289.0,,1121.0,1,0,0,0,0,1,54.0,763.0833333333334
flat,emaar mgf emerald floors premier,sector 65,2.35,14241.99,1650.05,Built Up area: 1650 (153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,2.0,south-west,relatively new,,1650.0,1200.0,1,1,0,0,0,1,137.0,550.0166666666667
flat,smart world gems,sector 89,1.2,8433.01,1422.98,Built Up area: 1423 (132.2 sq.m.)Carpet area: 920 sq.ft. (85.47 sq.m.),3,3,2,2.0,east,undefined,,1423.0,920.0,0,0,0,0,0,1,58.0,474.32666666666665
flat,smart world orchard,sector 61,1.6,13913.04,1150.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,3.0,,under construction,,,1150.0,0,1,0,0,0,1,23.0,575.0
flat,satya the hermitage,sector 103,1.0,6655.0,1502.63,Super Built up area 1991(184.97 sq.m.)Carpet area: 1495 sq.ft. (138.89 sq.m.),3,4,3+,2.0,north-east,relatively new,1991.0,,1495.0,1,0,1,0,0,1,151.0,500.8766666666667
flat,microtek greenburg,sector 86,1.65,8706.99,1895.03,Super Built up area 1895(176.05 sq.m.),3,4,3,8.0,north-west,relatively new,1895.0,,,1,0,0,0,0,1,104.0,631.6766666666666
house,independent,sector 36,0.75,6938.02,1081.0,Built Up area: 1081 (100.43 sq.m.),3,1,0,1.0,,undefined,,1081.0,,0,0,0,0,0,1,,360.3333333333333
house,independent,sector 25,10.0,37037.04,2700.0,Plot area 300(250.84 sq.m.),5,6,3,3.0,North,old,,2700.0,,1,0,0,1,0,0,50.0,540.0
flat,central park flower valley,sector 47,2.15,13522.01,1590.0,Super Built up area 1590(147.72 sq.m.),3,3,3+,1.0,,new,1590.0,,,0,0,0,0,0,1,33.0,530.0
flat,indiabulls centrum park,sector 103,1.2,8432.0,1423.15,Super Built up area 1423(132.2 sq.m.),2,2,3,3.0,north-east,relatively old,1423.0,,,0,0,0,0,0,1,15.0,711.575
flat,orchid petals,sector 49,2.09,11577.99,1805.15,Super Built up area 1805(167.69 sq.m.),3,3,3,0.0,south,relatively new,1805.0,,,0,0,0,0,0,1,24.0,601.7166666666667
flat,ramprastha the edge towers,sector 37,0.98,5536.0,1770.23,Super Built up area 1770(164.44 sq.m.)Built Up area: 1675 sq.ft. (155.61 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,5.0,north-east,relatively new,1770.0,1675.0,1400.0,0,0,1,0,0,1,151.0,590.0766666666667
flat,orris aster court,sector 85,0.93,5671.01,1639.92,Built Up area: 1587 (147.44 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,8.0,,relatively new,,1587.0,1250.0,0,0,0,0,0,1,,546.64
flat,mittal surya vihar,sector 21,0.8,7079.02,1130.1,Carpet area: 1130 (104.98 sq.m.),2,2,2,6.0,,old,,,1130.0,0,0,0,0,0,1,,565.05
flat,the close north,sector 50,2.97,11401.02,2605.03,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,3,3+,8.0,north,relatively old,2605.0,2600.0,2100.0,1,0,0,0,0,0,149.0,868.3433333333334
flat,hero homes,sector 104,1.35,9564.97,1411.4,Super Built up area 1359(126.26 sq.m.)Carpet area: 861.97 sq.ft. (80.08 sq.m.),3,2,2,18.0,east,new,1359.0,,861.97,0,0,0,0,0,1,24.0,470.4666666666667
house,independent,sector 7,2.0,11110.99,1800.02,Plot area 200(167.23 sq.m.),2,2,1,2.0,,relatively new,,1800.0,,0,0,0,0,0,1,,900.01
house,independent,sector 25,4.45,32962.96,1350.0,Plot area 150(125.42 sq.m.),4,3,3+,2.0,West,relatively old,,1350.0,,0,0,0,1,0,1,71.0,337.5
flat,signature global park,sector 47,0.54,6506.02,830.0,Carpet area: 830 (77.11 sq.m.),2,2,1,2.0,,relatively new,,,830.0,0,0,0,0,0,1,23.0,415.0
house,bestech park view ananda,sector 81,4.35,7937.0,5480.66,Plot area 5480(509.11 sq.m.),4,4,3,2.0,North,relatively new,,5480.0,,1,0,0,1,0,1,51.0,1370.165
flat,sobha city,sector 108,3.95,16858.01,2343.1,Super Built up area 2343(217.67 sq.m.)Carpet area: 1512.05 sq.ft. (140.47 sq.m.),3,5,2,15.0,north,new,2343.0,,1512.01,1,0,0,0,0,1,116.0,781.0333333333333
house,independent,sector 7,2.43,14889.98,1631.97,Plot area 181.33(151.61 sq.m.)Built Up area: 345 sq.yards (288.46 sq.m.),4,4,2,3.0,South-West,old,,345.0,,0,1,1,1,0,1,20.0,407.9925
flat,tarc maceo,sector 91,1.75,11121.0,1573.6,Super Built up area 2724(253.07 sq.m.)Carpet area: 1573.59 sq.ft. (146.19 sq.m.),4,3,3+,8.0,south,relatively new,2724.0,,1573.57,1,1,1,1,0,1,104.0,393.4
flat,dlf regency park,sector 28,1.91,16607.97,1150.05,Carpet area: 1150 (106.84 sq.m.),2,2,2,11.0,,new,,,1150.0,0,0,0,0,0,2,82.0,575.025
flat,tulip violet,sector 69,1.55,9639.0,1608.05,Super Built up area 1608(149.39 sq.m.),3,3,2,2.0,east,relatively new,1608.0,,,0,0,1,0,0,0,87.0,536.0166666666667
flat,ashok vihar phase 2,sector 5,0.28,4307.03,650.1,Super Built up area 650(60.39 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,1,3.0,north,relatively new,650.0,,550.0,0,0,0,0,0,1,46.0,325.05
house,independent,sector 26,12.5,38580.01,3240.02,Plot area 360(301.01 sq.m.),5,5,3+,2.0,North,old,,3240.0,,1,1,1,1,0,0,72.0,648.004
house,smart world gems,sector 89,1.25,8784.01,1423.04,Built Up area: 1423 (132.2 sq.m.),3,3,2,1.0,,under construction,,1423.0,,0,1,0,0,1,1,58.0,474.34666666666664
flat,godrej habitat,sector 3,1.25,8655.97,1444.09,Super Built up area 1444(134.15 sq.m.)Carpet area: 913 sq.ft. (84.82 sq.m.),2,2,3,14.0,,under construction,1444.0,,913.0,0,0,0,0,0,1,37.0,722.045
flat,afnhb jalvayu vihar,sector 30,0.85,12858.92,661.02,Carpet area: 661 (61.41 sq.m.),2,2,1,2.0,west,old,,,661.0,0,0,0,0,1,0,33.0,330.51
flat,shree vardhman victoria,sector 70,1.63,8357.99,1950.23,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,3,3,5.0,east,new,1950.0,,1161.0,1,0,0,0,1,1,24.0,650.0766666666667
flat,dlf the arbour,sector 63,7.9,20000.0,3950.0,Built Up area: 3950 (366.97 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4,4,3+,34.0,,under construction,,3950.0,2900.0,0,0,0,0,0,1,49.0,987.5
flat,m3m skywalk,sector 74,1.55,13790.04,1124.0,Super Built up area 1406(130.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1124 sq.ft. (104.42 sq.m.),2,2,3+,18.0,south,relatively new,1406.0,1300.0,1124.0,0,0,0,0,1,1,118.0,562.0
flat,ireo the corridors,sector 67,1.6,9263.98,1727.12,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),3,3,2,3.0,north,new,1727.0,,1017.0,0,0,0,1,0,0,117.0,575.7066666666666
flat,professors enclave cghs,sector 56,1.54,8324.01,1850.07,Super Built up area 2000(185.81 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,2,6.0,south,old,2000.0,1920.0,1850.0,1,0,1,0,0,0,76.0,616.6899999999999
house,independent,sector 28,12.0,42193.94,2844.01,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,relatively new,,2844.0,,1,0,1,1,0,0,51.0,711.0025
flat,smriti apartment,sector 56,0.52,10666.01,487.53,Super Built up area 525(48.77 sq.m.),1,1,1,1.0,,old,525.0,,,0,0,0,0,0,1,16.0,487.53
house,independent,sector 12,0.7,4116.99,1700.27,Plot area 1700(157.94 sq.m.),4,4,1,2.0,,relatively old,,1700.0,,0,0,0,0,0,1,,425.0675
flat,adani brahma samsara vilasa,sector 63,3.35,16470.01,2034.0,Super Built up area 2034(188.96 sq.m.),3,3,3+,3.0,,new,2034.0,,,0,0,0,0,0,0,20.0,678.0
flat,the lions cghs,sector 56,1.99,11055.0,1800.09,Super Built up area 2400(222.97 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,3+,4.0,east,old,2400.0,2000.0,1800.0,0,0,1,0,1,0,71.0,450.0225
house,independent,sector 2,6.0,20000.0,3000.0,Built Up area: 333 (278.43 sq.m.),4,4,1,2.0,,relatively new,,333.0,,0,0,0,0,0,1,,750.0
house,unitech espace,sector 50,11.0,40741.04,2699.98,Plot area 360(301.01 sq.m.)Built Up area: 361 sq.yards (301.84 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),4,4,3+,2.0,North,relatively old,,361.0,300.0,1,0,0,0,0,0,73.0,674.995
house,independent,sector 31,3.5,24154.92,1448.98,Plot area 161(134.62 sq.m.),4,4,3,2.0,North-East,old,,1449.0,,0,0,0,1,0,0,62.0,362.245
flat,krrish florence estate,sector 70,1.25,6702.99,1864.84,Super Built up area 1865(173.26 sq.m.),3,3,3,18.0,north-east,under construction,1865.0,,,0,0,0,0,0,1,39.0,621.6133333333333
flat,la vida by tata housing,sector 113,1.85,11715.98,1579.04,Super Built up area 1579(146.69 sq.m.),3,2,2,7.0,east,new,1579.0,,,0,0,0,0,0,1,9.0,526.3466666666667
flat,umang monsoon breeze,sector 78,0.95,5491.01,1730.1,Built Up area: 1730 (160.72 sq.m.),3,3,2,9.0,east,relatively new,,1730.0,,0,0,0,0,0,0,46.0,576.6999999999999
flat,dlf carlton estate,sector 43,2.0,14214.03,1407.06,Super Built up area 1407(130.71 sq.m.),3,3,2,5.0,south-west,relatively old,1407.0,,,0,0,0,0,0,1,53.0,469.02
house,shivpuri,sector 7,2.4,8888.99,2699.97,Plot area 300(250.84 sq.m.),10,5,3,2.0,North,old,,2700.0,,1,1,1,0,0,1,6.0,269.99699999999996
flat,sare crescent parc,sector 92,0.51,4080.0,1250.0,Super Built up area 1250(116.13 sq.m.),3,2,2,2.0,north,relatively new,1250.0,,,0,0,0,0,0,1,69.0,416.6666666666667
flat,shree vardhman flora,sector 90,0.92,4906.01,1875.25,Super Built up area 1875(174.19 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,4,3,4.0,north-east,relatively new,1875.0,,1161.0,1,0,0,0,0,1,96.0,625.0833333333334
flat,ss the leaf,sector 83,1.19,7224.99,1647.06,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2,2,3,4.0,south-east,relatively new,1640.0,1630.0,1620.0,0,0,0,0,0,1,24.0,823.53
house,independent,sector 12,3.5,14786.65,2367.0,Plot area 263(24.43 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 4400 sq.ft. (408.77 sq.m.),8,8,3+,3.0,South-East,relatively new,,4800.0,4400.0,1,1,1,0,0,2,65.0,295.875
house,independent,sector 39,1.7,17980.09,945.49,Plot area 900(83.61 sq.m.),2,2,3+,3.0,,relatively old,,900.0,,1,0,0,1,0,1,23.0,472.745
flat,silverglades hightown residences,sector 43,4.2,19767.03,2124.75,Super Built up area 2150(199.74 sq.m.),3,4,2,7.0,east,under construction,2150.0,,,0,0,0,0,0,1,21.0,708.25
flat,hcbs sports ville,sector 47,0.32,4301.02,744.01,Built Up area: 743.99 (69.12 sq.m.),2,2,1,3.0,,relatively new,,744.0,,0,0,0,0,0,1,77.0,372.005
flat,vatika gurgaon,sector 83,1.19,7436.99,1600.11,Carpet area: 1600 (148.64 sq.m.),3,3,2,10.0,south,relatively new,,,1600.0,1,0,0,0,0,0,19.0,533.37
house,dlf city plots,sector 26,18.0,39840.99,4517.96,Plot area 502(419.74 sq.m.),6,6,2,3.0,North,old,,4518.0,,1,0,1,0,1,0,30.0,752.9933333333333
house,dlf city plots,sector 26,19.0,42054.01,4518.0,Plot area 502(419.74 sq.m.),6,6,3,2.0,East,relatively new,,4518.0,,1,1,0,0,0,0,103.0,753.0
house,independent,sector 37,2.5,13156.99,1900.13,Plot area 1900(176.52 sq.m.),5,5,3+,2.0,,relatively new,,1900.0,,0,0,0,0,0,1,,380.026
flat,signature global solera,sector 107,0.4,6643.97,602.05,Super Built up area 602(55.93 sq.m.)Carpet area: 548 sq.ft. (50.91 sq.m.),2,2,1,7.0,,relatively new,602.0,,548.0,0,0,0,0,0,0,37.0,301.025
flat,conscient heritage max,sector 102,1.75,9062.0,1931.14,Super Built up area 1931(179.4 sq.m.),3,4,3+,16.0,south,relatively new,1931.0,,,1,0,0,0,0,0,113.0,643.7133333333334
flat,shree kirpalu gi sector 52,sector 52,1.45,7631.02,1900.14,Super Built up area 1900(176.52 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3+,7.0,west,relatively new,1900.0,1800.0,1700.0,0,0,0,0,1,0,89.0,633.38
flat,conscient heritage max,sector 102,2.15,9305.99,2310.34,Super Built up area 2149(199.65 sq.m.),3,4,3,13.0,south,relatively new,2149.0,,,1,1,0,0,0,1,83.0,770.1133333333333
flat,sare homes,sector 92,1.18,5207.0,2266.18,Carpet area: 2266 (210.52 sq.m.),4,4,3,8.0,north,relatively new,,,2266.0,1,0,0,0,0,1,86.0,566.545
flat,puri emerald bay,sector 104,1.5,9677.98,1549.91,Super Built up area 1550(144 sq.m.),2,2,2,7.0,,under construction,1550.0,,,0,0,0,0,1,1,36.0,774.955
house,independent,sector 2,3.0,19267.95,1556.99,Plot area 173(144.65 sq.m.),6,4,3+,3.0,South,old,,1557.0,,0,0,0,0,0,0,21.0,259.49833333333333
flat,signature global city,sector 37,0.8,8420.96,950.01,Super Built up area 950(88.26 sq.m.),2,2,2,2.0,,under construction,950.0,,,0,0,0,0,0,1,21.0,475.005
flat,aipl zen residences,sector 70,1.65,13073.97,1262.05,Super Built up area 1262(117.24 sq.m.),2,2,3,23.0,north-west,new,1262.0,,,0,0,0,0,0,1,71.0,631.025
flat,indiabulls enigma,sector 110,4.0,9851.0,4060.5,Built Up area: 3350 (311.23 sq.m.),4,4,3,17.0,,new,,3350.0,,0,0,0,0,0,1,62.0,1015.125
house,smart world orchard,sector 61,2.01,13000.03,1546.15,Plot area 1549(143.91 sq.m.),3,3,3,4.0,North,under construction,,1549.0,,0,0,0,0,0,1,112.0,515.3833333333333
flat,deepak minda,sector 1,1.25,4715.01,2651.11,Carpet area: 2651 (246.29 sq.m.),4,4,3+,6.0,,relatively old,,,2651.0,0,0,0,0,0,0,21.0,662.7775
flat,ats triumph,sector 104,2.65,8412.0,3150.26,Super Built up area 3150(292.64 sq.m.),4,4,3+,10.0,north-east,relatively new,3150.0,,,1,0,0,0,0,1,154.0,787.565
flat,godrej air,sector 85,1.05,10602.95,990.29,Built Up area: 97 Carpet area: 92 sq.m.,2,2,1,15.0,east,under construction,,97.0,92.0,0,0,0,0,0,1,40.0,495.145
house,dlf city phase 1,sector 26,5.5,30556.06,1799.97,Plot area 200(167.23 sq.m.),4,4,3,2.0,North-East,relatively old,,1800.0,,1,1,1,0,0,1,58.0,449.9925
flat,vatika lifestyle homes,sector 83,1.05,7500.0,1400.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,2,2,1.0,south-west,relatively old,1755.0,1600.0,1400.0,0,0,0,0,0,0,84.0,466.6666666666667
